Date,City,Route,Mode,DayType,Ridership
2017-03-10,Chicago,Total,Rail,W,730837
2017-03-11,Chicago,Total,Rail,A,493451
2017-03-12,Chicago,Total,Rail,U,292240
2017-03-13,Chicago,Total,Rail,W,703982
2017-03-14,Chicago,Total,Rail,W,727042
2017-03-15,Chicago,Total,Rail,W,748703
2017-03-16,Chicago,Total,Rail,W,758060
2017-03-17,Chicago,Total,Rail,W,732007
2017-03-18,Chicago,Total,Rail,A,404779
2017-03-19,Chicago,Total,Rail,U,304418
2017-03-20,Chicago,Total,Rail,W,690624
2017-03-21,Chicago,Total,Rail,W,718304
2017-03-22,Chicago,Total,Rail,W,706282
2017-03-23,Chicago,Total,Rail,W,708026
2017-03-24,Chicago,Total,Rail,W,715787
2017-03-25,Chicago,Total,Rail,A,356083
2017-03-26,Chicago,Total,Rail,U,292995
2017-03-27,Chicago,Total,Rail,W,724012
2017-03-28,Chicago,Total,Rail,W,748201
2017-03-29,Chicago,Total,Rail,W,745915
2017-03-30,Chicago,Total,Rail,W,718864
2017-03-31,Chicago,Total,Rail,W,737168
2017-04-01,Chicago,Total,Rail,A,433603
2017-04-02,Chicago,Total,Rail,U,319046
2017-04-03,Chicago,Total,Rail,W,743301
2017-04-04,Chicago,Total,Rail,W,763221
2017-04-05,Chicago,Total,Rail,W,732462
2017-04-06,Chicago,Total,Rail,W,771468
2017-04-07,Chicago,Total,Rail,W,741568
2017-04-08,Chicago,Total,Rail,A,452426
2017-04-09,Chicago,Total,Rail,U,336277
2017-04-10,Chicago,Total,Rail,W,708408
2017-04-11,Chicago,Total,Rail,W,720080
2017-04-12,Chicago,Total,Rail,W,757854
2017-04-13,Chicago,Total,Rail,W,745720
2017-04-14,Chicago,Total,Rail,W,676016
2017-04-15,Chicago,Total,Rail,A,453975
2017-04-16,Chicago,Total,Rail,U,293545
2017-04-17,Chicago,Total,Rail,W,738426
2017-04-18,Chicago,Total,Rail,W,772115
2017-04-19,Chicago,Total,Rail,W,757251
2017-04-20,Chicago,Total,Rail,W,758119
2017-04-21,Chicago,Total,Rail,W,753932
2017-04-22,Chicago,Total,Rail,A,467485
2017-04-23,Chicago,Total,Rail,U,330832
2017-04-24,Chicago,Total,Rail,W,736639
2017-04-25,Chicago,Total,Rail,W,761180
2017-04-26,Chicago,Total,Rail,W,757859
2017-04-27,Chicago,Total,Rail,W,748983
2017-04-28,Chicago,Total,Rail,W,740579
2017-04-29,Chicago,Total,Rail,A,364346
2017-04-30,Chicago,Total,Rail,U,269345
2017-05-01,Chicago,Total,Rail,W,747837
2017-05-02,Chicago,Total,Rail,W,762139
2017-05-03,Chicago,Total,Rail,W,778089
2017-05-04,Chicago,Total,Rail,W,770199
2017-05-05,Chicago,Total,Rail,W,771492
2017-05-06,Chicago,Total,Rail,A,460695
2017-05-07,Chicago,Total,Rail,U,334930
2017-05-08,Chicago,Total,Rail,W,722987
2017-05-09,Chicago,Total,Rail,W,738712
2017-05-10,Chicago,Total,Rail,W,736258
2017-05-11,Chicago,Total,Rail,W,755558
2017-05-12,Chicago,Total,Rail,W,745485
2017-05-13,Chicago,Total,Rail,A,427964
2017-05-14,Chicago,Total,Rail,U,313469
2017-05-15,Chicago,Total,Rail,W,709882
2017-05-16,Chicago,Total,Rail,W,768941
2017-05-17,Chicago,Total,Rail,W,763055
2017-05-18,Chicago,Total,Rail,W,775776
2017-05-19,Chicago,Total,Rail,W,726694
2017-05-20,Chicago,Total,Rail,A,396705
2017-05-21,Chicago,Total,Rail,U,350024
2017-05-22,Chicago,Total,Rail,W,744257
2017-05-23,Chicago,Total,Rail,W,753184
2017-05-24,Chicago,Total,Rail,W,762453
2017-05-25,Chicago,Total,Rail,W,776776
2017-05-26,Chicago,Total,Rail,W,691687
2017-05-27,Chicago,Total,Rail,A,462129
2017-05-28,Chicago,Total,Rail,U,344784
2017-05-29,Chicago,Total,Rail,U,336441
2017-05-30,Chicago,Total,Rail,W,722529
2017-05-31,Chicago,Total,Rail,W,745189
2017-06-01,Chicago,Total,Rail,W,771134
2017-06-02,Chicago,Total,Rail,W,796256
2017-06-03,Chicago,Total,Rail,A,495282
2017-06-04,Chicago,Total,Rail,U,384010
2017-06-05,Chicago,Total,Rail,W,768461
2017-06-06,Chicago,Total,Rail,W,787009
2017-06-07,Chicago,Total,Rail,W,793617
2017-06-08,Chicago,Total,Rail,W,805398
2017-06-09,Chicago,Total,Rail,W,822483
2017-06-10,Chicago,Total,Rail,A,558726
2017-06-11,Chicago,Total,Rail,U,440096
2017-06-12,Chicago,Total,Rail,W,753763
2017-06-13,Chicago,Total,Rail,W,764155
2017-06-14,Chicago,Total,Rail,W,742346
2017-06-15,Chicago,Total,Rail,W,777758
2017-06-16,Chicago,Total,Rail,W,739069
2017-06-17,Chicago,Total,Rail,A,419764
2017-06-18,Chicago,Total,Rail,U,338474
2017-06-19,Chicago,Total,Rail,W,739609
2017-06-20,Chicago,Total,Rail,W,781004
2017-06-21,Chicago,Total,Rail,W,776244
2017-06-22,Chicago,Total,Rail,W,745336
2017-06-23,Chicago,Total,Rail,W,747333
2017-06-24,Chicago,Total,Rail,A,482168
2017-06-25,Chicago,Total,Rail,U,513970
2017-06-26,Chicago,Total,Rail,W,722154
2017-06-27,Chicago,Total,Rail,W,751340
2017-06-28,Chicago,Total,Rail,W,733693
2017-06-29,Chicago,Total,Rail,W,778070
2017-06-30,Chicago,Total,Rail,W,760380
2017-07-01,Chicago,Total,Rail,A,488429
2017-07-02,Chicago,Total,Rail,U,364979
2017-07-03,Chicago,Total,Rail,W,543712
2017-07-04,Chicago,Total,Rail,U,389791
2017-07-05,Chicago,Total,Rail,W,733914
2017-07-06,Chicago,Total,Rail,W,784948
2017-07-07,Chicago,Total,Rail,W,780389
2017-07-08,Chicago,Total,Rail,A,518674
2017-07-09,Chicago,Total,Rail,U,402561
2017-07-10,Chicago,Total,Rail,W,695215
2017-07-11,Chicago,Total,Rail,W,735051
2017-07-12,Chicago,Total,Rail,W,702581
2017-07-13,Chicago,Total,Rail,W,751562
2017-07-14,Chicago,Total,Rail,W,762728
2017-07-15,Chicago,Total,Rail,A,495618
2017-07-16,Chicago,Total,Rail,U,374578
2017-07-17,Chicago,Total,Rail,W,741094
2017-07-18,Chicago,Total,Rail,W,754149
2017-07-19,Chicago,Total,Rail,W,750889
2017-07-20,Chicago,Total,Rail,W,726632
2017-07-21,Chicago,Total,Rail,W,762529
2017-07-22,Chicago,Total,Rail,A,471542
2017-07-23,Chicago,Total,Rail,U,372309
2017-07-24,Chicago,Total,Rail,W,765597
2017-07-25,Chicago,Total,Rail,W,772350
2017-07-26,Chicago,Total,Rail,W,755604
2017-07-27,Chicago,Total,Rail,W,770016
2017-07-28,Chicago,Total,Rail,W,738168
2017-07-29,Chicago,Total,Rail,A,462430
2017-07-30,Chicago,Total,Rail,U,349892
2017-07-31,Chicago,Total,Rail,W,707434
2017-08-01,Chicago,Total,Rail,W,773470
2017-08-02,Chicago,Total,Rail,W,811636
2017-08-03,Chicago,Total,Rail,W,834427
2017-08-04,Chicago,Total,Rail,W,827248
2017-08-05,Chicago,Total,Rail,A,546783
2017-08-06,Chicago,Total,Rail,U,430711
2017-08-07,Chicago,Total,Rail,W,704247
2017-08-08,Chicago,Total,Rail,W,735234
2017-08-09,Chicago,Total,Rail,W,732813
2017-08-10,Chicago,Total,Rail,W,745430
2017-08-11,Chicago,Total,Rail,W,756699
2017-08-12,Chicago,Total,Rail,A,477767
2017-08-13,Chicago,Total,Rail,U,351048
2017-08-14,Chicago,Total,Rail,W,716772
2017-08-15,Chicago,Total,Rail,W,700422
2017-08-16,Chicago,Total,Rail,W,734845
2017-08-17,Chicago,Total,Rail,W,751673
2017-08-18,Chicago,Total,Rail,W,751342
2017-08-19,Chicago,Total,Rail,A,488523
2017-08-20,Chicago,Total,Rail,U,381042
2017-08-21,Chicago,Total,Rail,W,675484
2017-08-22,Chicago,Total,Rail,W,697126
2017-08-23,Chicago,Total,Rail,W,719511
2017-08-24,Chicago,Total,Rail,W,748046
2017-08-25,Chicago,Total,Rail,W,741123
2017-08-26,Chicago,Total,Rail,A,446049
2017-08-27,Chicago,Total,Rail,U,336109
2017-08-28,Chicago,Total,Rail,W,740387
2017-08-29,Chicago,Total,Rail,W,763274
2017-08-30,Chicago,Total,Rail,W,779477
2017-08-31,Chicago,Total,Rail,W,785637
2017-09-01,Chicago,Total,Rail,W,760661
2017-09-02,Chicago,Total,Rail,A,481961
2017-09-03,Chicago,Total,Rail,U,410951
2017-09-04,Chicago,Total,Rail,U,326524
2017-09-05,Chicago,Total,Rail,W,763159
2017-09-06,Chicago,Total,Rail,W,785896
2017-09-07,Chicago,Total,Rail,W,801972
2017-09-08,Chicago,Total,Rail,W,809597
2017-09-09,Chicago,Total,Rail,A,488232
2017-09-10,Chicago,Total,Rail,U,375160
2017-09-11,Chicago,Total,Rail,W,767744
2017-09-12,Chicago,Total,Rail,W,813900
2017-09-13,Chicago,Total,Rail,W,813293
2017-09-14,Chicago,Total,Rail,W,838725
2017-09-15,Chicago,Total,Rail,W,838001
2017-09-16,Chicago,Total,Rail,A,521275
2017-09-17,Chicago,Total,Rail,U,379480
2017-09-18,Chicago,Total,Rail,W,772443
2017-09-19,Chicago,Total,Rail,W,786075
2017-09-20,Chicago,Total,Rail,W,795055
2017-09-21,Chicago,Total,Rail,W,788217
2017-09-22,Chicago,Total,Rail,W,781053
2017-09-23,Chicago,Total,Rail,A,464903
2017-09-24,Chicago,Total,Rail,U,351102
2017-09-25,Chicago,Total,Rail,W,767660
2017-09-26,Chicago,Total,Rail,W,791462
2017-09-27,Chicago,Total,Rail,W,796822
2017-09-28,Chicago,Total,Rail,W,809624
2017-09-29,Chicago,Total,Rail,W,811721
2017-09-30,Chicago,Total,Rail,A,482974
2017-10-01,Chicago,Total,Rail,U,361156
2017-10-02,Chicago,Total,Rail,W,767540
2017-10-03,Chicago,Total,Rail,W,794082
2017-10-04,Chicago,Total,Rail,W,798360
2017-10-05,Chicago,Total,Rail,W,816694
2017-10-06,Chicago,Total,Rail,W,805746
2017-10-07,Chicago,Total,Rail,A,469808
2017-10-08,Chicago,Total,Rail,U,539097
2017-10-09,Chicago,Total,Rail,W,752125
2017-10-10,Chicago,Total,Rail,W,822023
2017-10-11,Chicago,Total,Rail,W,817909
2017-10-12,Chicago,Total,Rail,W,810442
2017-10-13,Chicago,Total,Rail,W,796714
2017-10-14,Chicago,Total,Rail,A,368266
2017-10-15,Chicago,Total,Rail,U,335609
2017-10-16,Chicago,Total,Rail,W,776457
2017-10-17,Chicago,Total,Rail,W,819635
2017-10-18,Chicago,Total,Rail,W,831089
2017-10-19,Chicago,Total,Rail,W,848003
2017-10-20,Chicago,Total,Rail,W,796878
2017-10-21,Chicago,Total,Rail,A,481334
2017-10-22,Chicago,Total,Rail,U,320608
2017-10-23,Chicago,Total,Rail,W,750619
2017-10-24,Chicago,Total,Rail,W,769526
2017-10-25,Chicago,Total,Rail,W,794572
2017-10-26,Chicago,Total,Rail,W,805362
2017-10-27,Chicago,Total,Rail,W,769792
2017-10-28,Chicago,Total,Rail,A,422323
2017-10-29,Chicago,Total,Rail,U,320982
2017-10-30,Chicago,Total,Rail,W,753860
2017-10-31,Chicago,Total,Rail,W,758455
2017-11-01,Chicago,Total,Rail,W,780670
2017-11-02,Chicago,Total,Rail,W,794788
2017-11-03,Chicago,Total,Rail,W,755771
2017-11-04,Chicago,Total,Rail,A,393884
2017-11-05,Chicago,Total,Rail,U,312232
2017-11-06,Chicago,Total,Rail,W,772803
2017-11-07,Chicago,Total,Rail,W,785554
2017-11-08,Chicago,Total,Rail,W,796870
2017-11-09,Chicago,Total,Rail,W,800535
2017-11-10,Chicago,Total,Rail,W,721331
2017-11-11,Chicago,Total,Rail,A,427100
2017-11-12,Chicago,Total,Rail,U,303087
2017-11-13,Chicago,Total,Rail,W,758107
2017-11-14,Chicago,Total,Rail,W,781533
2017-11-15,Chicago,Total,Rail,W,770507
2017-11-16,Chicago,Total,Rail,W,773696
2017-11-17,Chicago,Total,Rail,W,779012
2017-11-18,Chicago,Total,Rail,A,429256
2017-11-19,Chicago,Total,Rail,U,330196
2017-11-20,Chicago,Total,Rail,W,747181
2017-11-21,Chicago,Total,Rail,W,745801
2017-11-22,Chicago,Total,Rail,W,620904
2017-11-23,Chicago,Total,Rail,U,208426
2017-11-24,Chicago,Total,Rail,W,415069
2017-11-25,Chicago,Total,Rail,A,369396
2017-11-26,Chicago,Total,Rail,U,290753
2017-11-27,Chicago,Total,Rail,W,726945
2017-11-28,Chicago,Total,Rail,W,753208
2017-11-29,Chicago,Total,Rail,W,761131
2017-11-30,Chicago,Total,Rail,W,772769
2017-12-01,Chicago,Total,Rail,W,785058
2017-12-02,Chicago,Total,Rail,A,461699
2017-12-03,Chicago,Total,Rail,U,338558
2017-12-04,Chicago,Total,Rail,W,739950
2017-12-05,Chicago,Total,Rail,W,737397
2017-12-06,Chicago,Total,Rail,W,742215
2017-12-07,Chicago,Total,Rail,W,741934
2017-12-08,Chicago,Total,Rail,W,739840
2017-12-09,Chicago,Total,Rail,A,405822
2017-12-10,Chicago,Total,Rail,U,295505
2017-12-11,Chicago,Total,Rail,W,706163
2017-12-12,Chicago,Total,Rail,W,709949
2017-12-13,Chicago,Total,Rail,W,715178
2017-12-14,Chicago,Total,Rail,W,722667
2017-12-15,Chicago,Total,Rail,W,700482
2017-12-16,Chicago,Total,Rail,A,419897
2017-12-17,Chicago,Total,Rail,U,296372
2017-12-18,Chicago,Total,Rail,W,675289
2017-12-19,Chicago,Total,Rail,W,697684
2017-12-20,Chicago,Total,Rail,W,683898
2017-12-21,Chicago,Total,Rail,W,659956
2017-12-22,Chicago,Total,Rail,W,586190
2017-12-23,Chicago,Total,Rail,A,324065
2017-12-24,Chicago,Total,Rail,U,205801
2017-12-25,Chicago,Total,Rail,U,118654
2017-12-26,Chicago,Total,Rail,W,327742
2017-12-27,Chicago,Total,Rail,W,416016
2017-12-28,Chicago,Total,Rail,W,456611
2017-12-29,Chicago,Total,Rail,W,466865
2017-12-30,Chicago,Total,Rail,A,276381
2017-12-31,Chicago,Total,Rail,U,235949
2018-01-01,Chicago,Total,Rail,U,195520
2018-01-02,Chicago,Total,Rail,W,514174
2018-01-03,Chicago,Total,Rail,W,587740
2018-01-04,Chicago,Total,Rail,W,591081
2018-01-05,Chicago,Total,Rail,W,572525
2018-01-06,Chicago,Total,Rail,A,292077
2018-01-07,Chicago,Total,Rail,U,226604
2018-01-08,Chicago,Total,Rail,W,664263
2018-01-09,Chicago,Total,Rail,W,684704
2018-01-10,Chicago,Total,Rail,W,695123
2018-01-11,Chicago,Total,Rail,W,695496
2018-01-12,Chicago,Total,Rail,W,643915
2018-01-13,Chicago,Total,Rail,A,323263
2018-01-14,Chicago,Total,Rail,U,245376
2018-01-15,Chicago,Total,Rail,W,419604
2018-01-16,Chicago,Total,Rail,W,710906
2018-01-17,Chicago,Total,Rail,W,713680
2018-01-18,Chicago,Total,Rail,W,720369
2018-01-19,Chicago,Total,Rail,W,701290
2018-01-20,Chicago,Total,Rail,A,449322
2018-01-21,Chicago,Total,Rail,U,259818
2018-01-22,Chicago,Total,Rail,W,711848
2018-01-23,Chicago,Total,Rail,W,733662
2018-01-24,Chicago,Total,Rail,W,732420
2018-01-25,Chicago,Total,Rail,W,743858
2018-01-26,Chicago,Total,Rail,W,722671
2018-01-27,Chicago,Total,Rail,A,384419
2018-01-28,Chicago,Total,Rail,U,268995
2018-01-29,Chicago,Total,Rail,W,699889
2018-01-30,Chicago,Total,Rail,W,723334
2018-01-31,Chicago,Total,Rail,W,729419
2018-02-01,Chicago,Total,Rail,W,724399
2018-02-02,Chicago,Total,Rail,W,657689
2018-02-03,Chicago,Total,Rail,A,344309
2018-02-04,Chicago,Total,Rail,U,232906
2018-02-05,Chicago,Total,Rail,W,675368
2018-02-06,Chicago,Total,Rail,W,708071
2018-02-07,Chicago,Total,Rail,W,714000
2018-02-08,Chicago,Total,Rail,W,727764
2018-02-09,Chicago,Total,Rail,W,490054
2018-02-10,Chicago,Total,Rail,A,351548
2018-02-11,Chicago,Total,Rail,U,260148
2018-02-12,Chicago,Total,Rail,W,692183
2018-02-13,Chicago,Total,Rail,W,743502
2018-02-14,Chicago,Total,Rail,W,756475
2018-02-15,Chicago,Total,Rail,W,746521
2018-02-16,Chicago,Total,Rail,W,725091
2018-02-17,Chicago,Total,Rail,A,383764
2018-02-18,Chicago,Total,Rail,U,299983
2018-02-19,Chicago,Total,Rail,W,523621
2018-02-20,Chicago,Total,Rail,W,718493
2018-02-21,Chicago,Total,Rail,W,740388
2018-02-22,Chicago,Total,Rail,W,743449
2018-02-23,Chicago,Total,Rail,W,720769
2018-02-24,Chicago,Total,Rail,A,387230
2018-02-25,Chicago,Total,Rail,U,292093
2018-02-26,Chicago,Total,Rail,W,718649
2018-02-27,Chicago,Total,Rail,W,743269
2018-02-28,Chicago,Total,Rail,W,736868
2018-03-01,Chicago,Total,Rail,W,724095
2018-03-02,Chicago,Total,Rail,W,719445
2018-03-03,Chicago,Total,Rail,A,400158
2018-03-04,Chicago,Total,Rail,U,288394
2018-03-05,Chicago,Total,Rail,W,686228
2018-03-06,Chicago,Total,Rail,W,723274
2018-03-07,Chicago,Total,Rail,W,731992
2018-03-08,Chicago,Total,Rail,W,734447
2018-03-09,Chicago,Total,Rail,W,712092
2018-03-10,Chicago,Total,Rail,A,394014
2018-03-11,Chicago,Total,Rail,U,286948
2018-03-12,Chicago,Total,Rail,W,715220
2018-03-13,Chicago,Total,Rail,W,731938
2018-03-14,Chicago,Total,Rail,W,747391
2018-03-15,Chicago,Total,Rail,W,754110
2018-03-16,Chicago,Total,Rail,W,738857
2018-03-17,Chicago,Total,Rail,A,607823
2018-03-18,Chicago,Total,Rail,U,320742
2018-03-19,Chicago,Total,Rail,W,709194
2018-03-20,Chicago,Total,Rail,W,710058
2018-03-21,Chicago,Total,Rail,W,715243
2018-03-22,Chicago,Total,Rail,W,722634
2018-03-23,Chicago,Total,Rail,W,699928
2018-03-24,Chicago,Total,Rail,A,389468
2018-03-25,Chicago,Total,Rail,U,306710
2018-03-26,Chicago,Total,Rail,W,660176
2018-03-27,Chicago,Total,Rail,W,684664
2018-03-28,Chicago,Total,Rail,W,695373
2018-03-29,Chicago,Total,Rail,W,686014
2018-03-30,Chicago,Total,Rail,W,608535
2018-03-31,Chicago,Total,Rail,A,349132
2018-04-01,Chicago,Total,Rail,U,238356
2018-04-02,Chicago,Total,Rail,W,688114
2018-04-03,Chicago,Total,Rail,W,720417
2018-04-04,Chicago,Total,Rail,W,738079
2018-04-05,Chicago,Total,Rail,W,753661
2018-04-06,Chicago,Total,Rail,W,721169
2018-04-07,Chicago,Total,Rail,A,404650
2018-04-08,Chicago,Total,Rail,U,283411
2018-04-09,Chicago,Total,Rail,W,708735
2018-04-10,Chicago,Total,Rail,W,748682
2018-04-11,Chicago,Total,Rail,W,770269
2018-04-12,Chicago,Total,Rail,W,775422
2018-04-13,Chicago,Total,Rail,W,716600
2018-04-14,Chicago,Total,Rail,A,374923
2018-04-15,Chicago,Total,Rail,U,258277
2018-04-16,Chicago,Total,Rail,W,704714
2018-04-17,Chicago,Total,Rail,W,759128
2018-04-18,Chicago,Total,Rail,W,728207
2018-04-19,Chicago,Total,Rail,W,749646
2018-04-20,Chicago,Total,Rail,W,735681
2018-04-21,Chicago,Total,Rail,A,392721
2018-04-22,Chicago,Total,Rail,U,294515
2018-04-23,Chicago,Total,Rail,W,712596
2018-04-24,Chicago,Total,Rail,W,743776
2018-04-25,Chicago,Total,Rail,W,748866
2018-04-26,Chicago,Total,Rail,W,777534
2018-04-27,Chicago,Total,Rail,W,752386
2018-04-28,Chicago,Total,Rail,A,426851
2018-04-29,Chicago,Total,Rail,U,327855
2018-04-30,Chicago,Total,Rail,W,746550
2018-05-01,Chicago,Total,Rail,W,777780
2018-05-02,Chicago,Total,Rail,W,752143
2018-05-03,Chicago,Total,Rail,W,744199
2018-05-04,Chicago,Total,Rail,W,736342
2018-05-05,Chicago,Total,Rail,A,443358
2018-05-06,Chicago,Total,Rail,U,315030
2018-05-07,Chicago,Total,Rail,W,742969
2018-05-08,Chicago,Total,Rail,W,781451
2018-05-09,Chicago,Total,Rail,W,756378
2018-05-10,Chicago,Total,Rail,W,762718
2018-05-11,Chicago,Total,Rail,W,744337
2018-05-12,Chicago,Total,Rail,A,392468
2018-05-13,Chicago,Total,Rail,U,306051
2018-05-14,Chicago,Total,Rail,W,686671
2018-05-15,Chicago,Total,Rail,W,728488
2018-05-16,Chicago,Total,Rail,W,733303
2018-05-17,Chicago,Total,Rail,W,743467
2018-05-18,Chicago,Total,Rail,W,717590
2018-05-19,Chicago,Total,Rail,A,408091
2018-05-20,Chicago,Total,Rail,U,288853
2018-05-21,Chicago,Total,Rail,W,669968
2018-05-22,Chicago,Total,Rail,W,762899
2018-05-23,Chicago,Total,Rail,W,774273
2018-05-24,Chicago,Total,Rail,W,757935
2018-05-25,Chicago,Total,Rail,W,730669
2018-05-26,Chicago,Total,Rail,A,472471
2018-05-27,Chicago,Total,Rail,U,375810
2018-05-28,Chicago,Total,Rail,U,325534
2018-05-29,Chicago,Total,Rail,W,716137
2018-05-30,Chicago,Total,Rail,W,716886
2018-05-31,Chicago,Total,Rail,W,753062
2018-06-01,Chicago,Total,Rail,W,773824
2018-06-02,Chicago,Total,Rail,A,437154
2018-06-03,Chicago,Total,Rail,U,342776
2018-06-04,Chicago,Total,Rail,W,726476
2018-06-05,Chicago,Total,Rail,W,778366
2018-06-06,Chicago,Total,Rail,W,778486
2018-06-07,Chicago,Total,Rail,W,798516
2018-06-08,Chicago,Total,Rail,W,766692
2018-06-09,Chicago,Total,Rail,A,475218
2018-06-10,Chicago,Total,Rail,U,339387
2018-06-11,Chicago,Total,Rail,W,724255
2018-06-12,Chicago,Total,Rail,W,750111
2018-06-13,Chicago,Total,Rail,W,759987
2018-06-14,Chicago,Total,Rail,W,754502
2018-06-15,Chicago,Total,Rail,W,735211
2018-06-16,Chicago,Total,Rail,A,441274
2018-06-17,Chicago,Total,Rail,U,324959
2018-06-18,Chicago,Total,Rail,W,722983
2018-06-19,Chicago,Total,Rail,W,768531
2018-06-20,Chicago,Total,Rail,W,763084
2018-06-21,Chicago,Total,Rail,W,683599
2018-06-22,Chicago,Total,Rail,W,689577
2018-06-23,Chicago,Total,Rail,A,452638
2018-06-24,Chicago,Total,Rail,U,515034
2018-06-25,Chicago,Total,Rail,W,709948
2018-06-26,Chicago,Total,Rail,W,717661
2018-06-27,Chicago,Total,Rail,W,744015
2018-06-28,Chicago,Total,Rail,W,758891
2018-06-29,Chicago,Total,Rail,W,755938
2018-06-30,Chicago,Total,Rail,A,468103
2018-07-01,Chicago,Total,Rail,U,329670
2018-07-02,Chicago,Total,Rail,W,678249
2018-07-03,Chicago,Total,Rail,W,716848
2018-07-04,Chicago,Total,Rail,U,366963
2018-07-05,Chicago,Total,Rail,W,615715
2018-07-06,Chicago,Total,Rail,W,699130
2018-07-07,Chicago,Total,Rail,A,439367
2018-07-08,Chicago,Total,Rail,U,346489
2018-07-09,Chicago,Total,Rail,W,704612
2018-07-10,Chicago,Total,Rail,W,742163
2018-07-11,Chicago,Total,Rail,W,765257
2018-07-12,Chicago,Total,Rail,W,766466
2018-07-13,Chicago,Total,Rail,W,784018
2018-07-14,Chicago,Total,Rail,A,455259
2018-07-15,Chicago,Total,Rail,U,378006
2018-07-16,Chicago,Total,Rail,W,700335
2018-07-17,Chicago,Total,Rail,W,739651
2018-07-18,Chicago,Total,Rail,W,745511
2018-07-19,Chicago,Total,Rail,W,780813
2018-07-20,Chicago,Total,Rail,W,762815
2018-07-21,Chicago,Total,Rail,A,483657
2018-07-22,Chicago,Total,Rail,U,357484
2018-07-23,Chicago,Total,Rail,W,746950
2018-07-24,Chicago,Total,Rail,W,775343
2018-07-25,Chicago,Total,Rail,W,768014
2018-07-26,Chicago,Total,Rail,W,781151
2018-07-27,Chicago,Total,Rail,W,741794
2018-07-28,Chicago,Total,Rail,A,453186
2018-07-29,Chicago,Total,Rail,U,354824
2018-07-30,Chicago,Total,Rail,W,721661
2018-07-31,Chicago,Total,Rail,W,729861
2018-08-01,Chicago,Total,Rail,W,757280
2018-08-02,Chicago,Total,Rail,W,861954
2018-08-03,Chicago,Total,Rail,W,831628
2018-08-04,Chicago,Total,Rail,A,521622
2018-08-05,Chicago,Total,Rail,U,423810
2018-08-06,Chicago,Total,Rail,W,687412
2018-08-07,Chicago,Total,Rail,W,702495
2018-08-08,Chicago,Total,Rail,W,726837
2018-08-09,Chicago,Total,Rail,W,727089
2018-08-10,Chicago,Total,Rail,W,757214
2018-08-11,Chicago,Total,Rail,A,485775
2018-08-12,Chicago,Total,Rail,U,371962
2018-08-13,Chicago,Total,Rail,W,681926
2018-08-14,Chicago,Total,Rail,W,739143
2018-08-15,Chicago,Total,Rail,W,720004
2018-08-16,Chicago,Total,Rail,W,712077
2018-08-17,Chicago,Total,Rail,W,697625
2018-08-18,Chicago,Total,Rail,A,469340
2018-08-19,Chicago,Total,Rail,U,357318
2018-08-20,Chicago,Total,Rail,W,672736
2018-08-21,Chicago,Total,Rail,W,705759
2018-08-22,Chicago,Total,Rail,W,711067
2018-08-23,Chicago,Total,Rail,W,748147
2018-08-24,Chicago,Total,Rail,W,698828
2018-08-25,Chicago,Total,Rail,A,437488
2018-08-26,Chicago,Total,Rail,U,344736
2018-08-27,Chicago,Total,Rail,W,740835
2018-08-28,Chicago,Total,Rail,W,764285
2018-08-29,Chicago,Total,Rail,W,767691
2018-08-30,Chicago,Total,Rail,W,780357
2018-08-31,Chicago,Total,Rail,W,726643
2018-09-01,Chicago,Total,Rail,A,415563
2018-09-02,Chicago,Total,Rail,U,368715
2018-09-03,Chicago,Total,Rail,U,293772
2018-09-04,Chicago,Total,Rail,W,756397
2018-09-05,Chicago,Total,Rail,W,785143
2018-09-06,Chicago,Total,Rail,W,786139
2018-09-07,Chicago,Total,Rail,W,796057
2018-09-08,Chicago,Total,Rail,A,460892
2018-09-09,Chicago,Total,Rail,U,329445
2018-09-10,Chicago,Total,Rail,W,792245
2018-09-11,Chicago,Total,Rail,W,818737
2018-09-12,Chicago,Total,Rail,W,835997
2018-09-13,Chicago,Total,Rail,W,821484
2018-09-14,Chicago,Total,Rail,W,833730
2018-09-15,Chicago,Total,Rail,A,505429
2018-09-16,Chicago,Total,Rail,U,375547
2018-09-17,Chicago,Total,Rail,W,794968
2018-09-18,Chicago,Total,Rail,W,796654
2018-09-19,Chicago,Total,Rail,W,786851
2018-09-20,Chicago,Total,Rail,W,812664
2018-09-21,Chicago,Total,Rail,W,806274
2018-09-22,Chicago,Total,Rail,A,464531
2018-09-23,Chicago,Total,Rail,U,331323
2018-09-24,Chicago,Total,Rail,W,806181
2018-09-25,Chicago,Total,Rail,W,813982
2018-09-26,Chicago,Total,Rail,W,838474
2018-09-27,Chicago,Total,Rail,W,847133
2018-09-28,Chicago,Total,Rail,W,816264
2018-09-29,Chicago,Total,Rail,A,500479
2018-09-30,Chicago,Total,Rail,U,362732
2018-10-01,Chicago,Total,Rail,W,808415
2018-10-02,Chicago,Total,Rail,W,824655
2018-10-03,Chicago,Total,Rail,W,829500
2018-10-04,Chicago,Total,Rail,W,845234
2018-10-05,Chicago,Total,Rail,W,781321
2018-10-06,Chicago,Total,Rail,A,466775
2018-10-07,Chicago,Total,Rail,U,510071
2018-10-08,Chicago,Total,Rail,W,719617
2018-10-09,Chicago,Total,Rail,W,813161
2018-10-10,Chicago,Total,Rail,W,794576
2018-10-11,Chicago,Total,Rail,W,817569
2018-10-12,Chicago,Total,Rail,W,776261
